"","Sp.id","Parameter","mean","Rhat","n.eff"
"1","Synechococcus","K_s",6.63311816257194,1.00587523621627,1300
"2","Synechococcus","deviance",10.4723364955783,1.00116400270312,3000
"3","Synechococcus","r_max",0.310384887630062,1.00058562919904,3000
"4","Synechococcus","r_pred_new[1051]",0.308390806543301,1.00058665045738,3000
"5","Kirchneriella_subcapitata","K_s",0.360186327728286,1.00124955242556,3000
"6","Kirchneriella_subcapitata","deviance",7.22170073630787,1.00144967625574,2100
"7","Kirchneriella_subcapitata","r_max",0.541023516064327,1.00088175337886,3000
"8","Kirchneriella_subcapitata","r_pred_new[1051]",0.540831446746959,1.00088271073613,3000
"9","Microcystis_aeruginosa","K_s",4.72976147557788,1.00083389984321,3000
"10","Microcystis_aeruginosa","deviance",-26.3157711814205,1.0005629109227,3000
"11","Microcystis_aeruginosa","r_max",0.177642644839046,1.00074787388986,3000
"12","Microcystis_aeruginosa","r_pred_new[1051]",0.176817913216398,1.00075405835401,3000
"13","Pediastrum_boryanum","K_s",0.603992829085255,1.00173148619347,3000
"14","Pediastrum_boryanum","deviance",-35.8610742222571,1.00522903456057,1100
"15","Pediastrum_boryanum","r_max",0.371503231659803,1.00112605072628,3000
"16","Pediastrum_boryanum","r_pred_new[1051]",0.371283559595491,1.00111869513839,3000
"17","Cyclotella_meneghiniana","K_s",3.69335481467452,1.00079444514378,3000
"18","Cyclotella_meneghiniana","deviance",45.9474286994263,1.00068802494952,3000
"19","Cyclotella_meneghiniana","r_max",0.479030457647607,1.00107066719776,3000
"20","Cyclotella_meneghiniana","r_pred_new[1051]",0.477247852970963,1.00106317809011,3000
"21","Scenedesmus_acuminatus","K_s",0.173157790961259,1.00165660497309,3000
"22","Scenedesmus_acuminatus","deviance",-24.4825714967788,1.00109038134496,3000
"23","Scenedesmus_acuminatus","r_max",0.59429221682556,1.00089505275698,3000
"24","Scenedesmus_acuminatus","r_pred_new[1051]",0.5941927799997,1.00089618228968,3000
"25","Chlamydomonas_reinhardtii","K_s",2.41401545255997,1.00075928932839,3000
"26","Chlamydomonas_reinhardtii","deviance",2.82998384268252,1.00162819483858,3000
"27","Chlamydomonas_reinhardtii","r_max",0.960826807384438,1.00134150622864,2400
"28","Chlamydomonas_reinhardtii","r_pred_new[1051]",0.958487184789912,1.00136384058284,2300
